%ID	PROTEINA	BandaLogInv1	BandaLogInv2	BandaLogInv3	BandaLogInv4	BandaLogInv5	BandaLogInv6	BandaLogInv7	BandaLogInv8	BandaLogInv9	BandaLogInv10	BandaLogInv11	BandaLogInv12	BandaLogInv13	BandaLogInv14	BandaLogInv15	BandaLogInv16	BandaLogInv17	BandaLogInv18	BandaLogInv19	BandaLogInv20	BandaLogInv21	BandaLogInv22	BandaLogInv23	BandaLogInv24	BandaLogInv25
11	67.65	2.349372693	2.460938482	2.554391033	2.648373802	2.72192257	2.782278884	2.831750392	2.872596259	2.8977974	2.896172176	2.875025532	2.852627933	2.822778862	2.790949671	2.754818398	2.714097872	2.671017285	2.625329888	2.580750367	2.540758967	2.502559416	2.465415938	2.428745083	2.394539615	2.360824981
12	68.09	2.306422225	2.412279394	2.505240858	2.596570513	2.668236509	2.713206466	2.758817993	2.803476277	2.830750006	2.829504885	2.808782533	2.784790842	2.757978704	2.726762294	2.693324956	2.656123356	2.609743311	2.564832665	2.522537001	2.482322281	2.444630403	2.405452593	2.362970056	2.32615605	2.292902279
13	68.96	2.445534845	2.562417122	2.665027475	2.75717056	2.837502041	2.901010084	2.955503264	2.999174746	3.023835973	3.022652324	2.999833596	2.977702778	2.945186042	2.911996701	2.873137643	2.831414907	2.787373423	2.73985507	2.693837198	2.651565793	2.610631644	2.57103951	2.533227033	2.498152114	2.46456152
14	68.27	2.366716085	2.484788069	2.586054623	2.686273658	2.765354988	2.822956018	2.871515598	2.919033453	2.951784124	2.953005324	2.934174736	2.910072445	2.880657737	2.847029237	2.811385585	2.767685063	2.716795064	2.66659569	2.619035027	2.574603865	2.533036664	2.489713993	2.443659526	2.403831238	2.367660872
15	69.25	2.471018197	2.592852866	2.699809351	2.791410841	2.870182621	2.934083901	2.984567564	3.02428258	3.049228693	3.052625391	3.027729385	3.004565702	2.973815595	2.942199988	2.905352359	2.864475223	2.822885112	2.778037044	2.733623205	2.693114698	2.653139044	2.616454886	2.57994528	2.545476413	2.512400145
16	69.86	2.382653664	2.496964063	2.589724122	2.68093263	2.749719665	2.797492921	2.841902569	2.88292829	2.910272405	2.907005754	2.883851962	2.858675695	2.829405302	2.796727642	2.762496008	2.726938969	2.682137216	2.638478875	2.596736157	2.556158706	2.517718528	2.478696665	2.436776255	2.401041128	2.367394644
17	68.39	2.501556593	2.620881311	2.72719348	2.82305165	2.902213261	2.963061716	3.013332932	3.057902263	3.082436611	3.081007599	3.058641874	3.034963768	3.002737581	2.970458616	2.93384874	2.892627777	2.849224655	2.803326348	2.757379786	2.715394164	2.672234863	2.632992348	2.59462592	2.557226018	2.521791904
18	70.2	2.364557914	2.482096663	2.582833205	2.673534605	2.747293024	2.802232463	2.851036417	2.888830995	2.911930708	2.908757184	2.885891388	2.864378755	2.833472737	2.803102564	2.767209869	2.726833598	2.685241673	2.637821897	2.593488709	2.549865013	2.507570908	2.466670055	2.426772979	2.388426311	2.351559885
19	68.14	2.334061086	2.442383945	2.542907026	2.635140026	2.705741851	2.754358335	2.800309014	2.842001018	2.869608804	2.866816081	2.847033245	2.822434372	2.792933861	2.761926569	2.728753531	2.692099255	2.646932891	2.601826957	2.560140015	2.521342672	2.48440994	2.445254373	2.403526378	2.36750466	2.333711166
20	69.75	2.504695858	2.622737336	2.736249248	2.836087704	2.909732031	2.969106408	3.017572385	3.063314269	3.091307907	3.09337103	3.07415987	3.051017379	3.025072402	2.994268998	2.963170307	2.927237064	2.882693812	2.838453495	2.796719822	2.757120922	2.719752325	2.681250615	2.640255756	2.60469755	2.572534382
21	67.93	2.464967009	2.584686292	2.686070303	2.783592356	2.857140187	2.918785165	2.966263741	3.008705764	3.032071053	3.031791944	3.008434267	2.986215449	2.953267172	2.921704228	2.882820828	2.839968924	2.795003177	2.747004144	2.70013949	2.656599158	2.612984089	2.571922311	2.531904039	2.49344129	2.457897988
22	65.51	2.129915826	2.226866402	2.317990926	2.402500361	2.465516346	2.511116743	2.551007118	2.591449626	2.621612106	2.623054677	2.605591852	2.582496656	2.557797624	2.529536269	2.499350654	2.461191125	2.416969642	2.371751237	2.330534673	2.29265188	2.257593188	2.220024101	2.177947339	2.141968242	2.109944989
23	69.87	2.323056645	2.43183568	2.529670267	2.626735943	2.699124132	2.751247631	2.797360253	2.837570394	2.868591335	2.864761685	2.843383705	2.819642141	2.790390026	2.758504377	2.724414516	2.688490903	2.644912563	2.600703172	2.558808385	2.518600272	2.479260193	2.438741898	2.39761306	2.360712727	2.326803658
24	67.95	2.069181276	2.162806077	2.247828708	2.329002869	2.387624879	2.431223166	2.466655838	2.503187669	2.528306179	2.524744426	2.504702938	2.480796954	2.454309703	2.424833845	2.395961734	2.362138377	2.322211355	2.281550336	2.243659969	2.207008594	2.172363546	2.135989518	2.096904898	2.063011316	2.032079805
25	67.93	2.177737182	2.277432386	2.365243708	2.45070375	2.514862715	2.56055402	2.599713079	2.637715921	2.663919911	2.65922677	2.639700193	2.617574705	2.589934921	2.560312053	2.528674588	2.494760367	2.45172695	2.410308426	2.371233596	2.334175271	2.298493693	2.260258733	2.219941175	2.18597072	2.154322136
26	67.67	2.284741628	2.397340968	2.489023844	2.582503336	2.653995748	2.701303862	2.747476157	2.790803001	2.819376114	2.819189194	2.80015763	2.775207315	2.749084912	2.718094047	2.684939956	2.64755861	2.601075885	2.555556906	2.513304278	2.472378156	2.434744933	2.394734153	2.350702931	2.313313199	2.278279387
