%ID	PROTEINA	BandaLogInv1	BandaLogInv2	BandaLogInv3	BandaLogInv4	BandaLogInv5	BandaLogInv6	BandaLogInv7	BandaLogInv8	BandaLogInv9	BandaLogInv10	BandaLogInv11	BandaLogInv12	BandaLogInv13	BandaLogInv14	BandaLogInv15	BandaLogInv16	BandaLogInv17	BandaLogInv18	BandaLogInv19	BandaLogInv20	BandaLogInv21	BandaLogInv22	BandaLogInv23	BandaLogInv24	BandaLogInv25	BandaLogInv107	BandaLogInv108	BandaLogInv109	BandaLogInv110	BandaLogInv111	BandaLogInv112	BandaLogInv113	BandaLogInv114	BandaLogInv115	BandaLogInv116	BandaLogInv117	BandaLogInv118	BandaLogInv119	BandaLogInv120	BandaLogInv121	BandaLogInv122	BandaLogInv123	BandaLogInv124	BandaLogInv125	BandaLogInv126	BandaLogInv127	BandaLogInv128	BandaLogInv129	BandaLogInv130	BandaLogInv131	BandaLogInv132	BandaLogInv133	BandaLogInv134	BandaLogInv135	BandaLogInv136	BandaLogInv137	BandaLogInv138	BandaLogInv139	BandaLogInv140	BandaLogInv169	BandaLogInv170	BandaLogInv171	BandaLogInv172	BandaLogInv173	BandaLogInv174	BandaLogInv175	BandaLogInv176	BandaLogInv177	BandaLogInv178	BandaLogInv179	BandaLogInv180	BandaLogInv181	BandaLogInv182	BandaLogInv183	BandaLogInv184	BandaLogInv185	BandaLogInv186	BandaLogInv187	BandaLogInv188	BandaLogInv189	BandaLogInv190	BandaLogInv191	BandaLogInv192	BandaLogInv193	BandaLogInv194	BandaLogInv224	BandaLogInv225	BandaLogInv226	BandaLogInv227	BandaLogInv228	BandaLogInv229	BandaLogInv230	BandaLogInv231	BandaLogInv232	BandaLogInv233	BandaLogInv234	BandaLogInv235	BandaLogInv236	BandaLogInv237	BandaLogInv238	BandaLogInv239	BandaLogInv240
11	67.65	2.349372693	2.460938482	2.554391033	2.648373802	2.72192257	2.782278884	2.831750392	2.872596259	2.8977974	2.896172176	2.875025532	2.852627933	2.822778862	2.790949671	2.754818398	2.714097872	2.671017285	2.625329888	2.580750367	2.540758967	2.502559416	2.465415938	2.428745083	2.394539615	2.360824981	1.236459874	1.236449936	1.235129651	1.232005945	1.227547553	1.223012272	1.218420647	1.21359271	1.209298553	1.205007316	1.200763059	1.196049918	1.191566254	1.186214426	1.180601725	1.174962041	1.169634623	1.163919547	1.15896488	1.154397123	1.152417493	1.148619235	1.144541479	1.140238103	1.135691179	1.130359834	1.124572499	1.117860989	1.110560757	1.102364702	1.093194576	1.083993579	1.07476559	1.065013098	0.92977103	0.928425149	0.927365913	0.92549248	0.923494969	0.920682059	0.917680777	0.911511522	0.904257201	0.901888618	0.904131458	0.909834981	0.915034328	0.917763582	0.918716054	0.918154567	0.916681742	0.914643995	0.913047973	0.911018994	0.909153789	0.906263416	0.90397538	0.90148409	0.899579456	0.896690987	0.737385105	0.728013288	0.718270667	0.710538022	0.707239483	0.708665697	0.712022674	0.717375345	0.722316085	0.725909827	0.728211903	0.729505036	0.729547741	0.727795603	0.724965365	0.720451477	0.713800924
12	68.09	2.306422225	2.412279394	2.505240858	2.596570513	2.668236509	2.713206466	2.758817993	2.803476277	2.830750006	2.829504885	2.808782533	2.784790842	2.757978704	2.726762294	2.693324956	2.656123356	2.609743311	2.564832665	2.522537001	2.482322281	2.444630403	2.405452593	2.362970056	2.32615605	2.292902279	1.215273766	1.216536286	1.215862633	1.212959205	1.20866928	1.203787314	1.199531169	1.195805775	1.192501928	1.18893703	1.18522063	1.18090629	1.176666955	1.172374902	1.167654787	1.162578085	1.156559071	1.151092789	1.147716907	1.146271168	1.144126887	1.140686519	1.136448695	1.13105021	1.125785171	1.120889877	1.115400732	1.109010076	1.101395718	1.092571424	1.083012412	1.073559601	1.064581724	1.056773832	0.914766125	0.912585765	0.911251116	0.909970584	0.909457763	0.908852822	0.907448387	0.906357155	0.906692509	0.908580212	0.909804453	0.908281172	0.905584937	0.90261245	0.899933918	0.898511618	0.896860812	0.895748987	0.895221578	0.894373232	0.893540587	0.892942156	0.891456848	0.890385858	0.888966638	0.887639363	0.752229827	0.739245784	0.728180318	0.722922013	0.723749375	0.727402902	0.733770101	0.73941085	0.74466832	0.74793337	0.750166669	0.750838949	0.751152486	0.75036328	0.747603421	0.742682212	0.737435566
13	68.96	2.445534845	2.562417122	2.665027475	2.75717056	2.837502041	2.901010084	2.955503264	2.999174746	3.023835973	3.022652324	2.999833596	2.977702778	2.945186042	2.911996701	2.873137643	2.831414907	2.787373423	2.73985507	2.693837198	2.651565793	2.610631644	2.57103951	2.533227033	2.498152114	2.46456152	1.314462102	1.314729035	1.313593847	1.310847039	1.306400475	1.301909124	1.296957405	1.291859013	1.287308083	1.282487485	1.278132001	1.273059078	1.268336651	1.26305589	1.257605414	1.252216276	1.247692625	1.243120851	1.238457192	1.234318654	1.232192717	1.228740566	1.224894854	1.221213505	1.21701398	1.212188992	1.205995353	1.198723035	1.190567907	1.181180435	1.170644605	1.159845859	1.148906674	1.137481564	0.997339603	0.99741689	0.997708921	0.99611061	0.994295831	0.992050922	0.989057851	0.982030061	0.973135244	0.97013824	0.973716713	0.981753793	0.989534775	0.994918908	0.997458017	0.99792074	0.996858802	0.994470957	0.992714532	0.989957721	0.987429029	0.984128898	0.980580944	0.977215614	0.975078263	0.972153656	0.798627994	0.789267138	0.779842183	0.772438912	0.76867726	0.768153689	0.770434458	0.775704494	0.780836382	0.784247863	0.786422448	0.787564613	0.787855678	0.785456817	0.782355451	0.77661238	0.769536868
14	68.27	2.366716085	2.484788069	2.586054623	2.686273658	2.765354988	2.822956018	2.871515598	2.919033453	2.951784124	2.953005324	2.934174736	2.910072445	2.880657737	2.847029237	2.811385585	2.767685063	2.716795064	2.66659569	2.619035027	2.574603865	2.533036664	2.489713993	2.443659526	2.403831238	2.367660872	1.250558581	1.251588457	1.250959018	1.24774475	1.243107821	1.238000626	1.233454511	1.229312409	1.225711222	1.221844795	1.217722312	1.213054088	1.207981631	1.203164557	1.19749235	1.191269404	1.184349552	1.177665945	1.173396164	1.171067764	1.168447124	1.16378903	1.158902881	1.152646932	1.146505188	1.140786305	1.134754323	1.127632853	1.119475658	1.11042861	1.100375023	1.09004926	1.08085495	1.072391348	0.930129044	0.928634038	0.927525675	0.926451296	0.925699147	0.924574989	0.92274604	0.919299613	0.916469008	0.918743612	0.921662072	0.923401933	0.922930964	0.921420698	0.919242582	0.918176498	0.916584203	0.91498222	0.914543737	0.913566881	0.912791391	0.911170741	0.909466568	0.908179184	0.906670951	0.905062856	0.763178201	0.750031115	0.738318629	0.733158311	0.734280143	0.737459224	0.743667047	0.749639068	0.754666653	0.757543172	0.759813432	0.760279009	0.760788264	0.759476589	0.756472839	0.751594575	0.746286033
15	69.25	2.471018197	2.592852866	2.699809351	2.791410841	2.870182621	2.934083901	2.984567564	3.02428258	3.049228693	3.052625391	3.027729385	3.004565702	2.973815595	2.942199988	2.905352359	2.864475223	2.822885112	2.778037044	2.733623205	2.693114698	2.653139044	2.616454886	2.57994528	2.545476413	2.512400145	1.340252531	1.340119921	1.338496153	1.335155531	1.330237037	1.325490691	1.320265861	1.31482973	1.309985171	1.305178881	1.300355508	1.295209921	1.290307341	1.284348195	1.278495562	1.272537491	1.267305867	1.261841656	1.257062232	1.252605406	1.250645415	1.247045536	1.243207096	1.239153753	1.234736691	1.229187235	1.222788471	1.21511197	1.206333109	1.196010168	1.184923103	1.173284762	1.161564681	1.149352206	0.995676022	0.995196348	0.995020788	0.993727948	0.991864267	0.989303763	0.986595602	0.979861414	0.971521948	0.968991651	0.972103609	0.978521955	0.985471851	0.989695202	0.991100045	0.991063617	0.989543422	0.986782577	0.98505874	0.98224557	0.97961886	0.976308911	0.972867233	0.96951447	0.967396679	0.963764569	0.789271252	0.779581143	0.770066265	0.762264383	0.758412058	0.758675397	0.761393116	0.766492522	0.771683515	0.77449219	0.776845802	0.777691126	0.777418229	0.775808358	0.772461584	0.767234532	0.760408059
16	69.86	2.382653664	2.496964063	2.589724122	2.68093263	2.749719665	2.797492921	2.841902569	2.88292829	2.910272405	2.907005754	2.883851962	2.858675695	2.829405302	2.796727642	2.762496008	2.726938969	2.682137216	2.638478875	2.596736157	2.556158706	2.517718528	2.478696665	2.436776255	2.401041128	2.367394644	1.280780897	1.28194146	1.281336039	1.278416419	1.274091606	1.269022645	1.264502663	1.260318618	1.256385487	1.252337858	1.247849658	1.243008542	1.237825358	1.232882566	1.227313593	1.221430319	1.214933084	1.208395581	1.203969809	1.200594342	1.196724606	1.191618374	1.186075077	1.179508246	1.173171573	1.167181056	1.160977894	1.154253481	1.146737479	1.138279192	1.128986509	1.119663293	1.110921031	1.103135203	0.957665501	0.955943191	0.954868725	0.954035947	0.953873245	0.95372923	0.953259093	0.952784058	0.953046193	0.955221212	0.956275823	0.954909725	0.952682366	0.950305939	0.947541783	0.946085792	0.944503866	0.942763841	0.942068455	0.94084464	0.939559787	0.938252437	0.936381688	0.9352569	0.933903655	0.932172833	0.789992119	0.777030392	0.765983584	0.760715603	0.761053438	0.763850989	0.769771791	0.77569471	0.780767414	0.783803619	0.78615536	0.786990057	0.787142389	0.785946748	0.78262959	0.777699017	0.77167491
17	68.39	2.501556593	2.620881311	2.72719348	2.82305165	2.902213261	2.963061716	3.013332932	3.057902263	3.082436611	3.081007599	3.058641874	3.034963768	3.002737581	2.970458616	2.93384874	2.892627777	2.849224655	2.803326348	2.757379786	2.715394164	2.672234863	2.632992348	2.59462592	2.557226018	2.521791904	1.347095919	1.347105239	1.345812929	1.34264059	1.338119647	1.333216771	1.328126091	1.323014905	1.318255278	1.313118757	1.308399578	1.303004211	1.297724646	1.292068464	1.285816592	1.279934745	1.274397691	1.268852312	1.263657339	1.259037471	1.255770663	1.25159157	1.247129651	1.242486071	1.237239242	1.231201951	1.224577292	1.216380994	1.20722833	1.196911745	1.185606904	1.174065599	1.162607443	1.151156732	0.992128927	0.990864714	0.990635756	0.990131559	0.989797664	0.989156276	0.988365289	0.986496469	0.98465441	0.984398035	0.985708036	0.987754971	0.988699224	0.988463203	0.987636258	0.986606575	0.98499126	0.982920418	0.981970872	0.980146562	0.978705009	0.976657039	0.975055111	0.973399391	0.971869296	0.969553895	0.819688744	0.809776821	0.800456351	0.793341701	0.789908051	0.791347223	0.794921001	0.800252898	0.80537933	0.808925764	0.811580622	0.813188199	0.813658875	0.812297442	0.80980476	0.805886029	0.799754198
18	70.2	2.364557914	2.482096663	2.582833205	2.673534605	2.747293024	2.802232463	2.851036417	2.888830995	2.911930708	2.908757184	2.885891388	2.864378755	2.833472737	2.803102564	2.767209869	2.726833598	2.685241673	2.637821897	2.593488709	2.549865013	2.507570908	2.466670055	2.426772979	2.388426311	2.351559885	1.266251067	1.26691406	1.265921629	1.2632545	1.259043177	1.254412548	1.249920222	1.24504786	1.240491282	1.235959811	1.231533359	1.226566826	1.221718744	1.216367396	1.211093814	1.205748796	1.200453516	1.195378412	1.190843144	1.186419934	1.183397053	1.179191709	1.174984647	1.170706797	1.165696636	1.159807801	1.153282245	1.145401363	1.136520788	1.126525167	1.115895291	1.104697475	1.093412101	1.08249818	0.923465418	0.921407021	0.919758986	0.917751643	0.916304333	0.914762568	0.913021433	0.910572363	0.907497315	0.906791569	0.907907985	0.909120356	0.909919999	0.909279765	0.908019102	0.906921812	0.905449509	0.903089015	0.902011105	0.900062323	0.89856949	0.896670457	0.895287984	0.893213513	0.892017003	0.889287024	0.741447812	0.731826095	0.722454009	0.715461729	0.712337205	0.713404499	0.717283563	0.722501981	0.727447093	0.731255863	0.734032596	0.735594969	0.73643955	0.735023666	0.732440217	0.728311316	0.72197369
19	68.14	2.334061086	2.442383945	2.542907026	2.635140026	2.705741851	2.754358335	2.800309014	2.842001018	2.869608804	2.866816081	2.847033245	2.822434372	2.792933861	2.761926569	2.728753531	2.692099255	2.646932891	2.601826957	2.560140015	2.521342672	2.48440994	2.445254373	2.403526378	2.36750466	2.333711166	1.2286672	1.229730438	1.229313789	1.226263191	1.222087047	1.217297602	1.212742081	1.209238909	1.205721469	1.202202779	1.198124851	1.193773816	1.1889506	1.184395287	1.179232942	1.173300467	1.166745922	1.160563938	1.156279482	1.153943986	1.151020606	1.146282433	1.141251191	1.13489976	1.129005621	1.123406275	1.117758607	1.111839111	1.104827925	1.097407756	1.089082922	1.080596698	1.072873382	1.065910916	0.928667833	0.926506239	0.925268421	0.923915132	0.923322548	0.922438895	0.920755295	0.918358756	0.916974199	0.918955082	0.921120126	0.92159435	0.92025082	0.918000003	0.915799942	0.914312516	0.912515378	0.910938411	0.91027623	0.909026985	0.907805689	0.90640015	0.904722737	0.903092144	0.901600764	0.899749665	0.757145317	0.744305993	0.732712674	0.727116324	0.728213414	0.730988113	0.737360136	0.742776301	0.747942323	0.751024634	0.752868184	0.753400135	0.753907148	0.752717259	0.749575803	0.744579757	0.738636032
20	69.75	2.504695858	2.622737336	2.736249248	2.836087704	2.909732031	2.969106408	3.017572385	3.063314269	3.091307907	3.09337103	3.07415987	3.051017379	3.025072402	2.994268998	2.963170307	2.927237064	2.882693812	2.838453495	2.796719822	2.757120922	2.719752325	2.681250615	2.640255756	2.60469755	2.572534382	1.352367317	1.352683889	1.351022047	1.346853792	1.341315463	1.335140006	1.329305538	1.324342278	1.319871468	1.315260027	1.310211408	1.305205686	1.299862904	1.295014689	1.289945317	1.284742778	1.279559733	1.275477585	1.273892636	1.27464109	1.275451359	1.275280567	1.274858801	1.272830785	1.269880679	1.265927325	1.259610406	1.249973345	1.237661353	1.222664792	1.205527803	1.188332667	1.17225236	1.157750845	0.977211014	0.97586725	0.975078147	0.974303991	0.973946162	0.973409515	0.972213623	0.969908645	0.967832369	0.969473795	0.971761795	0.972763579	0.971516098	0.969807792	0.967188921	0.965931612	0.963530154	0.961825179	0.960483152	0.958761338	0.957248863	0.955263983	0.952709737	0.950959509	0.949290283	0.947082212	0.793631137	0.780693538	0.769392536	0.763799174	0.764031783	0.766103801	0.772362405	0.777942516	0.782879177	0.785519551	0.787458342	0.788174999	0.788195377	0.786746821	0.783243526	0.778174938	0.772384279
21	67.93	2.464967009	2.584686292	2.686070303	2.783592356	2.857140187	2.918785165	2.966263741	3.008705764	3.032071053	3.031791944	3.008434267	2.986215449	2.953267172	2.921704228	2.882820828	2.839968924	2.795003177	2.747004144	2.70013949	2.656599158	2.612984089	2.571922311	2.531904039	2.49344129	2.457897988	1.326520438	1.326979872	1.325901379	1.323215039	1.318746267	1.314187835	1.309170095	1.304200721	1.299435098	1.294546638	1.289681402	1.28434999	1.278745374	1.272742138	1.266484042	1.260186179	1.254063822	1.247673749	1.241802807	1.236114328	1.231792195	1.226426185	1.220810631	1.215490569	1.209778459	1.203132494	1.196521264	1.188846249	1.180549982	1.171353494	1.161611564	1.151375942	1.141304263	1.131032303	0.98290053	0.981972294	0.981763608	0.980789361	0.980319492	0.979606847	0.97893758	0.976900961	0.974262899	0.973822646	0.97543558	0.978006845	0.979792641	0.980423912	0.979974228	0.979543905	0.977975231	0.975796146	0.97468999	0.973252026	0.971504481	0.969330665	0.968102336	0.966099119	0.964742491	0.962321758	0.812087164	0.802431318	0.792940124	0.785789391	0.782550978	0.783494867	0.787108359	0.792193202	0.797211015	0.800678628	0.8034766	0.805157059	0.805908252	0.804425511	0.801679218	0.797307025	0.790799705
22	65.51	2.129915826	2.226866402	2.317990926	2.402500361	2.465516346	2.511116743	2.551007118	2.591449626	2.621612106	2.623054677	2.605591852	2.582496656	2.557797624	2.529536269	2.499350654	2.461191125	2.416969642	2.371751237	2.330534673	2.29265188	2.257593188	2.220024101	2.177947339	2.141968242	2.109944989	1.101715639	1.102659905	1.101909448	1.098686476	1.094265118	1.089508404	1.085124674	1.081917306	1.079217686	1.076496555	1.073771599	1.070243022	1.066539476	1.063140572	1.058917766	1.054326895	1.048402081	1.043134137	1.040923701	1.041199013	1.040941709	1.038467493	1.03522111	1.029748486	1.024666726	1.020546221	1.016140333	1.010339789	1.00310067	0.994694464	0.985311381	0.975923225	0.967458495	0.960620865	0.823653101	0.820810764	0.818524771	0.816691457	0.815646918	0.813825435	0.811011942	0.808125831	0.8073303	0.809467083	0.80964414	0.807053588	0.801431837	0.796498219	0.791978596	0.788970828	0.786231089	0.784597561	0.784041608	0.783473162	0.783106554	0.782877716	0.781858739	0.781012351	0.779450133	0.778042567	0.647072073	0.633423834	0.620854634	0.615060538	0.618290346	0.623419989	0.629457067	0.635438448	0.64008461	0.643330501	0.645387237	0.646030572	0.646531816	0.645756093	0.64352464	0.639751013	0.634906846
23	69.87	2.323056645	2.43183568	2.529670267	2.626735943	2.699124132	2.751247631	2.797360253	2.837570394	2.868591335	2.864761685	2.843383705	2.819642141	2.790390026	2.758504377	2.724414516	2.688490903	2.644912563	2.600703172	2.558808385	2.518600272	2.479260193	2.438741898	2.39761306	2.360712727	2.326803658	1.221114839	1.221980442	1.221074794	1.217878672	1.212932155	1.207714246	1.202647091	1.197999067	1.193742649	1.18920578	1.184123949	1.179041928	1.173698388	1.168647017	1.163148134	1.157477829	1.151304034	1.145576807	1.141521517	1.13844569	1.135137189	1.131083469	1.126745803	1.121421153	1.116146966	1.110602032	1.104431397	1.097094277	1.088356128	1.078597925	1.06758377	1.056735063	1.046260448	1.03688518	0.881279808	0.878480821	0.876204777	0.873888287	0.872129854	0.869940177	0.867206224	0.864339306	0.862363614	0.862970712	0.863743174	0.863182971	0.860990351	0.858951464	0.856245243	0.854674716	0.852559502	0.850943643	0.849884517	0.848324083	0.846531546	0.844835747	0.842680725	0.841502963	0.839678333	0.83820384	0.694693363	0.682005588	0.671511201	0.666282654	0.666341672	0.668935828	0.674917148	0.680735271	0.686010159	0.689506476	0.69191394	0.692937359	0.693421124	0.691894925	0.688697971	0.683992936	0.677840564
24	67.95	2.069181276	2.162806077	2.247828708	2.329002869	2.387624879	2.431223166	2.466655838	2.503187669	2.528306179	2.524744426	2.504702938	2.480796954	2.454309703	2.424833845	2.395961734	2.362138377	2.322211355	2.281550336	2.243659969	2.207008594	2.172363546	2.135989518	2.096904898	2.063011316	2.032079805	1.072271201	1.073895365	1.07367732	1.071068493	1.067241068	1.062779281	1.059005797	1.05574316	1.052938207	1.050011019	1.046744779	1.04308702	1.039154372	1.035463118	1.031356531	1.02654926	1.021444279	1.016434067	1.01334651	1.011907189	1.010077656	1.006266175	1.00200879	0.996420615	0.99119594	0.986300471	0.98136274	0.975597615	0.969124679	0.961738955	0.953616532	0.94564327	0.938114163	0.931567818	0.803527804	0.801147061	0.798734606	0.796329773	0.79421517	0.791189483	0.787504464	0.782496263	0.778819225	0.778769244	0.779456499	0.778778599	0.776476201	0.773635392	0.77020546	0.767776375	0.765194643	0.763605633	0.762264456	0.761001227	0.759569268	0.757806317	0.755896158	0.754208414	0.752566001	0.750696633	0.612575803	0.599367798	0.588104523	0.582960642	0.584286565	0.587574113	0.59384412	0.599497942	0.604810721	0.608084092	0.610762101	0.611140969	0.61192028	0.610926179	0.607956681	0.6033399	0.597879083
25	67.93	2.177737182	2.277432386	2.365243708	2.45070375	2.514862715	2.56055402	2.599713079	2.637715921	2.663919911	2.65922677	2.639700193	2.617574705	2.589934921	2.560312053	2.528674588	2.494760367	2.45172695	2.410308426	2.371233596	2.334175271	2.298493693	2.260258733	2.219941175	2.18597072	2.154322136	1.141093079	1.142824955	1.142489205	1.139875565	1.135929247	1.131619302	1.127575197	1.124339542	1.121512312	1.118561214	1.115062999	1.111237854	1.107477528	1.103505431	1.099067434	1.094047152	1.088549177	1.083138378	1.080100606	1.078587854	1.076767053	1.07296805	1.068865522	1.063300256	1.057974879	1.053291298	1.048095835	1.042413215	1.035689108	1.028268115	1.020004846	1.011376956	1.003828944	0.996870049	0.864755398	0.862596622	0.860652852	0.858565863	0.857114902	0.854805718	0.851662075	0.847518101	0.844337438	0.845434122	0.847165342	0.847729908	0.846509194	0.844182396	0.841663734	0.839962957	0.837772622	0.836271584	0.835611146	0.834140583	0.833091875	0.831432651	0.82953984	0.82791323	0.826490085	0.824731108	0.681819938	0.668688357	0.657073509	0.651818584	0.652962097	0.656034957	0.662275774	0.667962122	0.673023181	0.676166951	0.678441707	0.679422856	0.679555063	0.678178647	0.675241303	0.670243277	0.664252213
26	67.67	2.284741628	2.397340968	2.489023844	2.582503336	2.653995748	2.701303862	2.747476157	2.790803001	2.819376114	2.819189194	2.80015763	2.775207315	2.749084912	2.718094047	2.684939956	2.64755861	2.601075885	2.555556906	2.513304278	2.472378156	2.434744933	2.394734153	2.350702931	2.313313199	2.278279387	1.187045891	1.188274821	1.187727645	1.184621069	1.180305155	1.175429364	1.171073297	1.167221503	1.163801767	1.160332257	1.156448612	1.152140959	1.147717201	1.143338676	1.138643455	1.133257661	1.127089345	1.121284403	1.117898444	1.116140733	1.113786962	1.110015928	1.105453949	1.099457889	1.093878993	1.088749502	1.083144179	1.076773606	1.068860509	1.060142876	1.050567407	1.040927681	1.032403325	1.024728186	0.879497419	0.877182813	0.875279876	0.873597491	0.872526525	0.871281283	0.869634176	0.868723187	0.869265461	0.871244679	0.871336564	0.868609784	0.864428153	0.860701006	0.857417357	0.855721465	0.853803637	0.852624917	0.852151175	0.851279897	0.850866934	0.850299075	0.84937499	0.848518758	0.847306766	0.845937114	0.717018013	0.703696212	0.692557346	0.687625993	0.689307073	0.693268415	0.699723993	0.705064314	0.71074149	0.71404197	0.716458833	0.717293838	0.718136287	0.717202079	0.714497561	0.70996726	0.705138638
27	67.76	2.300438258	2.410246661	2.502856918	2.587125226	2.655309687	2.712099231	2.758181611	2.798337171	2.819833613	2.82041479	2.799639439	2.778912452	2.751610958	2.721511843	2.688073803	2.651853067	2.611123465	2.566811664	2.522433004	2.477680557	2.433509782	2.390360046	2.349112038	2.30971686	2.272852948	1.210542675	1.21170077	1.211183173	1.208779875	1.20463759	1.199984947	1.19507153	1.19027996	1.185459028	1.180716626	1.176109151	1.171166646	1.16690161	1.162699262	1.159105975	1.15586792	1.15295498	1.150236301	1.148473688	1.146464732	1.144829947	1.143258563	1.142485006	1.140794155	1.138046364	1.133832391	1.128043622	1.120106938	1.109878486	1.097764352	1.084321495	1.070703695	1.0569958	1.044234387	0.87489209	0.872046586	0.869660937	0.867607938	0.866564883	0.865797832	0.865631666	0.867329623	0.870878328	0.871284679	0.868968332	0.864080827	0.8581786	0.853681494	0.850438127	0.848734678	0.847010107	0.845202495	0.84413186	0.842845712	0.842070343	0.841556701	0.841346078	0.840988074	0.840410069	0.838895862	0.718270129	0.708377305	0.699678222	0.694171171	0.691579414	0.693146684	0.697231681	0.702344837	0.708521596	0.712857899	0.716834464	0.719409889	0.720894424	0.720227466	0.717695406	0.714387825	0.709222906
28	67.72	2.341593279	2.454609944	2.553894026	2.636360435	2.713774968	2.772708756	2.8244904	2.864196163	2.88859763	2.887789613	2.865929931	2.841668552	2.810970832	2.778540607	2.739138666	2.697107122	2.65217736	2.605718594	2.559497751	2.517980731	2.478898493	2.441782394	2.405394145	2.370264287	2.337516649	1.244850307	1.244614602	1.243461073	1.240292764	1.235878765	1.231358901	1.226758136	1.222097269	1.217768813	1.213508246	1.209351153	1.204619145	1.200210738	1.194725515	1.18901936	1.183311401	1.178044727	1.172254664	1.167197087	1.162828009	1.16085115	1.157208915	1.153109903	1.149021897	1.144650912	1.139572022	1.13399828	1.127444864	1.120047381	1.11218191	1.103290007	1.094293452	1.085130769	1.075678826	0.946563622	0.945908699	0.945313895	0.943911307	0.941739837	0.939123386	0.936156489	0.929446141	0.921414129	0.918674777	0.922132049	0.929260231	0.936027598	0.940260856	0.941779084	0.942293964	0.941052436	0.939055692	0.937617386	0.935471592	0.933333502	0.930664587	0.927709962	0.924995851	0.923103303	0.920130089	0.755911939	0.746406035	0.736831676	0.729159656	0.725667538	0.72613444	0.729718232	0.734780784	0.739593113	0.743126284	0.745611745	0.746447757	0.746345577	0.744638618	0.741588454	0.736842291	0.73010332
29	68.25	2.395208845	2.516224525	2.619478001	2.716079415	2.795740316	2.858072447	2.910293064	2.949545162	2.976096683	2.977267243	2.956691051	2.932713742	2.903583673	2.870569113	2.833911505	2.792163628	2.746831419	2.699865983	2.65320811	2.608997317	2.56648406	2.52460719	2.483811503	2.446428148	2.409349987	1.266940811	1.267373708	1.266208264	1.263416604	1.259035175	1.25440376	1.249479898	1.244453481	1.239720191	1.234797834	1.230004606	1.224800959	1.21973298	1.213995156	1.208419734	1.202677702	1.19734397	1.191701926	1.186683235	1.181821752	1.178595893	1.173963465	1.169502732	1.164885301	1.159941159	1.154049233	1.147613583	1.140149467	1.131477423	1.121857918	1.111550683	1.100939244	1.090405027	1.079613824	0.92354992	0.921332614	0.919686546	0.917687425	0.916277389	0.914475013	0.913227337	0.911077792	0.909003763	0.908581415	0.909308669	0.910150434	0.910426239	0.909424789	0.908369248	0.907202116	0.90545384	0.903698492	0.902007309	0.900904309	0.89932375	0.897968482	0.89635517	0.894685269	0.893629511	0.891503352	0.746283849	0.736601844	0.727610799	0.720399942	0.717720167	0.718780429	0.7225536	0.727672291	0.732968607	0.736838587	0.739739284	0.741323997	0.742114604	0.740836933	0.738468149	0.73449917	0.728343188
30	66.99	2.339903785	2.452537974	2.553986139	2.638583679	2.719791665	2.780292754	2.825629679	2.866108649	2.891053354	2.889883906	2.868264611	2.845689029	2.815213811	2.782992366	2.745043716	2.702792334	2.658995823	2.613103392	2.567893574	2.527172699	2.48771757	2.450061305	2.412731532	2.377286889	2.342796214	1.234314105	1.2341795	1.232910141	1.229793133	1.225274231	1.220751725	1.21585792	1.211224259	1.206898631	1.20253039	1.198239378	1.193619763	1.189011585	1.18365439	1.178009489	1.172191971	1.166914271	1.161211293	1.156331962	1.152163161	1.149997998	1.146464519	1.142377187	1.1382227	1.133825454	1.128552906	1.122804935	1.116089065	1.108508357	1.099974028	1.090852463	1.081253947	1.071605467	1.061667672	0.926133184	0.924806741	0.92392746	0.921905854	0.919869897	0.916908326	0.913839462	0.907770242	0.900457794	0.898034111	0.900506171	0.906065287	0.911358388	0.914171806	0.915247219	0.915013537	0.913385311	0.911297986	0.91000168	0.9077051	0.906018598	0.903178322	0.901095721	0.898325893	0.89662017	0.893806673	0.735673274	0.726254428	0.716459639	0.708957351	0.705605015	0.706717463	0.710596952	0.715901768	0.720940209	0.724217588	0.726850893	0.727443942	0.728243233	0.726770604	0.72395764	0.719509092	0.712655329
31	67	2.384341059	2.50308037	2.603397097	2.695701059	2.77480873	2.833684254	2.885714442	2.927378887	2.956177209	2.956574904	2.937744837	2.916551475	2.889147177	2.861525766	2.827097604	2.787542899	2.745913122	2.698631121	2.653585615	2.608560553	2.564162128	2.521182082	2.480296784	2.439986702	2.402766742	1.254281502	1.254706694	1.253515736	1.250487665	1.245682873	1.240761885	1.235483514	1.230233633	1.225086602	1.219862195	1.214860276	1.209884544	1.205096074	1.200053875	1.195493322	1.19129946	1.18757503	1.184096589	1.181233442	1.178616649	1.177098972	1.175311966	1.173898401	1.171813455	1.16861168	1.163998104	1.157875469	1.149473705	1.138730877	1.126360434	1.112450422	1.098206229	1.08411298	1.070532678	0.900883002	0.898272521	0.89602341	0.893993568	0.89303027	0.891796901	0.891406047	0.891579485	0.892446575	0.893187785	0.891807701	0.889527146	0.88565958	0.883118321	0.880471093	0.879080899	0.877213413	0.875069765	0.874151382	0.872799996	0.871772304	0.870727288	0.870332141	0.869202965	0.868500463	0.866557989	0.733240236	0.723091067	0.714088989	0.707769853	0.704780884	0.706217872	0.710119932	0.715397085	0.720793441	0.724877229	0.728449282	0.730393211	0.731335748	0.730822805	0.728353084	0.72434251	0.718616829
