%ID	PROTEINA	BandaLogInv1	BandaLogInv2	BandaLogInv3	BandaLogInv4	BandaLogInv5	BandaLogInv6	BandaLogInv7	BandaLogInv8	BandaLogInv9	BandaLogInv10	BandaLogInv11	BandaLogInv12	BandaLogInv13	BandaLogInv14	BandaLogInv15	BandaLogInv16	BandaLogInv17	BandaLogInv18	BandaLogInv19	BandaLogInv20	BandaLogInv21	BandaLogInv22	BandaLogInv23	BandaLogInv24	BandaLogInv25	BandaLogInv107	BandaLogInv108	BandaLogInv109	BandaLogInv110	BandaLogInv111	BandaLogInv112	BandaLogInv113	BandaLogInv114	BandaLogInv115	BandaLogInv116	BandaLogInv117	BandaLogInv118	BandaLogInv119	BandaLogInv120	BandaLogInv121	BandaLogInv122	BandaLogInv123	BandaLogInv124	BandaLogInv125	BandaLogInv126	BandaLogInv127	BandaLogInv128	BandaLogInv129	BandaLogInv130	BandaLogInv131	BandaLogInv132	BandaLogInv133	BandaLogInv134	BandaLogInv135	BandaLogInv136	BandaLogInv137	BandaLogInv138	BandaLogInv139	BandaLogInv140	BandaLogInv169	BandaLogInv170	BandaLogInv171	BandaLogInv172	BandaLogInv173	BandaLogInv174	BandaLogInv175	BandaLogInv176	BandaLogInv177	BandaLogInv178	BandaLogInv179	BandaLogInv180	BandaLogInv181	BandaLogInv182	BandaLogInv183	BandaLogInv184	BandaLogInv185	BandaLogInv186	BandaLogInv187	BandaLogInv188	BandaLogInv189	BandaLogInv190	BandaLogInv191	BandaLogInv192	BandaLogInv193	BandaLogInv194	BandaLogInv224	BandaLogInv225	BandaLogInv226	BandaLogInv227	BandaLogInv228	BandaLogInv229	BandaLogInv230	BandaLogInv231	BandaLogInv232	BandaLogInv233	BandaLogInv234	BandaLogInv235	BandaLogInv236	BandaLogInv237	BandaLogInv238	BandaLogInv239	BandaLogInv240
32	67.07	2.461170277	2.577133287	2.682436664	2.774351391	2.855857159	2.919225859	2.971417895	3.015883736	3.041617089	3.043804037	3.022286786	2.998517049	2.967859831	2.935300242	2.895590089	2.853748691	2.809598417	2.759086366	2.711224829	2.667445967	2.623983948	2.582832442	2.543723812	2.506268	2.470053546	1.306636812	1.306526477	1.305099651	1.301811483	1.297258009	1.292452627	1.287270253	1.282273274	1.2774993	1.272632457	1.267826943	1.262590352	1.257469804	1.251784483	1.245749802	1.239739557	1.234240364	1.228149336	1.222717634	1.218014757	1.214756956	1.210328649	1.205580716	1.200820568	1.195636046	1.189885298	1.183178199	1.175641846	1.167208219	1.157681969	1.147423993	1.136778669	1.126264467	1.115511169	0.971046701	0.970357454	0.969970632	0.968788354	0.967717625	0.966363477	0.964812401	0.960740253	0.955688101	0.954790789	0.957226104	0.962160111	0.966259502	0.968805098	0.969612186	0.969657548	0.968408798	0.966936598	0.965399028	0.96355201	0.96214082	0.959662616	0.957922774	0.955515719	0.953997723	0.951688076	0.79666105	0.787114508	0.777842944	0.770648601	0.767259505	0.767941874	0.770875693	0.776317959	0.781640684	0.785071498	0.787821693	0.789067104	0.789136918	0.787666431	0.784916989	0.780297025	0.773604727
33	68.11	2.379463979	2.492805232	2.599861556	2.698443222	2.770617945	2.825050358	2.872546804	2.918061934	2.948355401	2.950530935	2.929572582	2.905262906	2.877049454	2.843054192	2.808939153	2.769251114	2.720771462	2.671201451	2.625469864	2.582215141	2.539935677	2.497699218	2.451983116	2.411993991	2.375353211	1.255354059	1.256462138	1.255700632	1.2525806	1.248069001	1.243005572	1.238330662	1.234386268	1.230528113	1.226433808	1.221962963	1.217003172	1.211730685	1.206698332	1.201148942	1.194755196	1.187722345	1.180530992	1.17583683	1.172923226	1.169238015	1.163723804	1.158216919	1.15103905	1.144106441	1.138150503	1.131967187	1.124778318	1.116793655	1.107873755	1.098175978	1.088347351	1.079663753	1.071960863	0.920392059	0.918049177	0.916541638	0.915561319	0.915318767	0.915168081	0.914747111	0.915446436	0.918052129	0.920762703	0.920757507	0.917516047	0.912663367	0.908937628	0.905683366	0.904299915	0.902802659	0.901546874	0.901228009	0.900778439	0.900227889	0.900001714	0.898948864	0.898261915	0.897271923	0.896014435	0.768460062	0.75523636	0.743978327	0.738939212	0.740768309	0.744703573	0.751119048	0.756715642	0.762075232	0.765441723	0.768099692	0.768714373	0.769471966	0.768631891	0.76605576	0.761437988	0.756348514
34	69.06	2.466018702	2.583738043	2.695939728	2.798101482	2.876826093	2.931014793	2.977129755	3.024091398	3.05684154	3.057251091	3.036737286	3.011268883	2.983811715	2.950499473	2.915220555	2.875495893	2.826590175	2.778849306	2.732993358	2.690311774	2.649892128	2.608289254	2.563685587	2.52489047	2.489760541	1.327605883	1.328361249	1.327339486	1.323568455	1.318569948	1.313015825	1.307882582	1.303407572	1.299151774	1.294970695	1.290472151	1.285457347	1.280041526	1.275143279	1.269074104	1.263050906	1.256350959	1.250126434	1.24638739	1.244834859	1.243052623	1.239760997	1.236106897	1.230947849	1.225781398	1.220545426	1.21430039	1.206345529	1.196780127	1.185530593	1.173057664	1.160235575	1.148156314	1.137476734	0.980466572	0.979641584	0.97967953	0.979331788	0.979551322	0.979540702	0.978377652	0.975898523	0.973587541	0.975823884	0.979150768	0.981247181	0.981162623	0.979871836	0.97809185	0.976822424	0.975358935	0.973769162	0.973063488	0.971780973	0.970374728	0.968948839	0.966386675	0.96525624	0.96338856	0.961777383	0.815657963	0.80274423	0.791324321	0.785522315	0.786634437	0.789136612	0.795207179	0.801167444	0.806180161	0.8088119	0.810938101	0.811423408	0.811971136	0.810409861	0.807561982	0.802201664	0.796659784
35	67.94	2.529095613	2.653207094	2.762210194	2.861965683	2.946059933	3.012796633	3.063565132	3.109381585	3.136752025	3.137691347	3.114529791	3.089773005	3.059398981	3.023796516	2.984789676	2.941988869	2.895343239	2.847076589	2.798567661	2.754777937	2.710751319	2.669117119	2.629450465	2.591979596	2.555469436	1.370873646	1.37110281	1.369762773	1.36702314	1.362289087	1.357530089	1.352654059	1.347341485	1.342285978	1.337201143	1.332254252	1.326591474	1.321175139	1.315023043	1.308664589	1.302424043	1.296444246	1.290312867	1.284349997	1.27884733	1.27520039	1.270086738	1.264890709	1.259562541	1.254075881	1.247871155	1.241114398	1.23325628	1.224649553	1.215062075	1.204529839	1.193519841	1.18242096	1.171031687	1.022138961	1.02166175	1.022175798	1.021158408	1.020752159	1.019352239	1.017718019	1.013548112	1.007746412	1.00623428	1.008877495	1.014057413	1.019035915	1.021682385	1.022702878	1.022762809	1.021090472	1.018970062	1.017420509	1.015403112	1.012942766	1.009842494	1.007736235	1.005163845	1.003293402	1.000526576	0.835536966	0.826082051	0.816404111	0.808965642	0.805093299	0.805643193	0.808675946	0.813348215	0.818470418	0.822255657	0.824515226	0.825669979	0.825350312	0.824121311	0.820798288	0.816240021	0.808856808
36	67.82	2.285852026	2.393406569	2.492619135	2.589072957	2.661970241	2.706988568	2.751344709	2.792700091	2.823000906	2.8259276	2.806530408	2.786380516	2.76300097	2.736526509	2.706045833	2.667938074	2.621569691	2.575542782	2.533649478	2.49747996	2.463261489	2.427910984	2.384506633	2.347686027	2.314958727	1.209265813	1.209859243	1.208121585	1.203802896	1.198409168	1.192481753	1.187122449	1.183202237	1.180109019	1.1771642	1.174192756	1.170399403	1.16638424	1.162379929	1.157479884	1.151794155	1.145089723	1.13900559	1.137306115	1.139238256	1.141496133	1.141058124	1.139339085	1.135391922	1.130923273	1.127083743	1.121861776	1.114515633	1.104638697	1.092257928	1.078249845	1.063871945	1.050537773	1.039126136	0.875962978	0.873741754	0.872496359	0.871307213	0.870740535	0.869093432	0.86589195	0.861278436	0.857599367	0.86028327	0.863156699	0.864349006	0.861929111	0.858821151	0.854835744	0.852165115	0.849975395	0.848132877	0.847701306	0.847175438	0.846740108	0.845871093	0.844299425	0.842850731	0.841163808	0.839250398	0.70155257	0.68807301	0.674298804	0.667627091	0.671755223	0.677456291	0.683960307	0.68940243	0.694301923	0.69703032	0.698645453	0.698252364	0.698601822	0.697756348	0.695813527	0.691751894	0.687329332
37	67.62	2.346203739	2.460547357	2.55846542	2.648294396	2.721674203	2.782560181	2.829778604	2.867729635	2.896536985	2.89488825	2.872309793	2.849612439	2.81966251	2.787719798	2.750664771	2.709118096	2.666624897	2.619921499	2.57491553	2.533456324	2.49282764	2.45386654	2.416201823	2.380914118	2.346995977	1.241213689	1.241442588	1.240571637	1.237641829	1.233329725	1.228766009	1.224078605	1.219192091	1.214702612	1.210165471	1.206043934	1.201128658	1.19683998	1.191694301	1.186292626	1.181217651	1.176743915	1.171861417	1.167900685	1.164381583	1.162943461	1.160144394	1.157154025	1.154022791	1.150174232	1.145367638	1.139484327	1.132048596	1.123321942	1.113298842	1.102041635	1.090306145	1.078717356	1.066779769	0.917495741	0.916100166	0.914626904	0.912532542	0.910293692	0.907366855	0.904472387	0.898764054	0.892082329	0.8897547	0.891686005	0.896678327	0.900918848	0.903457848	0.903764262	0.903517974	0.902161693	0.89982721	0.89854858	0.896684506	0.894503399	0.892177813	0.890015246	0.887314532	0.885782563	0.88299528	0.724812868	0.715431622	0.706293929	0.699086159	0.695464138	0.69630355	0.699431908	0.704479348	0.70989507	0.713540046	0.715983459	0.717351058	0.717880849	0.716145396	0.713176034	0.70873991	0.702054957
38	70.14	2.39362856	2.503740744	2.607275234	2.706814697	2.782460957	2.83563155	2.885232131	2.925593491	2.955818023	2.953887489	2.93134091	2.905512944	2.876475037	2.842586493	2.808278674	2.769123789	2.722384976	2.674667035	2.631621422	2.589554657	2.550520756	2.510320523	2.467399134	2.430943244	2.39605667	1.26845563	1.269629188	1.268760122	1.265357059	1.26069951	1.255294324	1.25044594	1.246226398	1.24241567	1.238369867	1.234108595	1.229270092	1.22410322	1.219281202	1.213695468	1.207720272	1.201247118	1.194984136	1.191284367	1.189424422	1.187756487	1.184076473	1.180177361	1.174823833	1.169691458	1.164379577	1.158481824	1.151346905	1.142787247	1.132879859	1.121888205	1.11057433	1.100024823	1.090519777	0.940024813	0.938462627	0.937352651	0.936347626	0.935673542	0.934401682	0.932248874	0.928352189	0.924543236	0.926532024	0.930092408	0.933170576	0.933649706	0.932616429	0.931014453	0.929772698	0.928025779	0.926880783	0.926007355	0.924378634	0.923024802	0.921134937	0.918795298	0.91745067	0.915712134	0.913839536	0.768480235	0.755509312	0.744221508	0.738781623	0.739805088	0.74226167	0.748342473	0.754364632	0.759384972	0.76250682	0.764589533	0.765154174	0.765237502	0.764441567	0.761084602	0.755902491	0.750111047
39	69.99	2.380264695	2.498192506	2.596555284	2.682709369	2.758367406	2.815646864	2.860582955	2.898772729	2.92176714	2.918959741	2.895975842	2.873357297	2.844626926	2.814098729	2.778829015	2.739763102	2.699601066	2.657376264	2.615252618	2.577991745	2.541451572	2.50585024	2.471022785	2.439614126	2.407166885	1.271618811	1.271694234	1.270400571	1.267339836	1.262911582	1.258253953	1.253444053	1.248438716	1.243932793	1.239294411	1.234957072	1.230148248	1.225666395	1.220424968	1.214632746	1.209238896	1.204472064	1.199354224	1.195162234	1.191227024	1.18978243	1.186918692	1.18367866	1.180046685	1.176365587	1.17150377	1.165433212	1.158322054	1.14981383	1.140383494	1.129478702	1.118328625	1.107155024	1.095414145	0.94543418	0.944208521	0.943233373	0.94110751	0.938434565	0.935068366	0.931171606	0.923269711	0.913819875	0.910154657	0.912873114	0.920037145	0.927222379	0.931663424	0.933106426	0.933205869	0.931454018	0.928943489	0.926816986	0.924067983	0.921162133	0.91772034	0.914565019	0.910918777	0.908298151	0.904982112	0.729581496	0.720162268	0.710824634	0.702935986	0.698917045	0.699116894	0.702054123	0.707431506	0.712171945	0.715571974	0.717527792	0.718447968	0.718855074	0.716394601	0.713020843	0.708252364	0.701022746
40	68.58	2.382094277	2.496464624	2.597020162	2.684933546	2.7554543	2.817350519	2.858211375	2.898755446	2.921928241	2.919108349	2.897512922	2.876276323	2.847991073	2.819781065	2.787246674	2.75008536	2.710671825	2.668879203	2.627490836	2.587523202	2.548996275	2.51261338	2.474730637	2.439186177	2.403925913	1.250387685	1.250724966	1.249346557	1.246308896	1.241667665	1.236884846	1.231987717	1.227270213	1.222679996	1.218084247	1.213536261	1.208468467	1.203593632	1.198059987	1.192532355	1.186623101	1.18097356	1.174911606	1.169639495	1.164708335	1.160691331	1.155492848	1.150540988	1.145266387	1.139163247	1.13274323	1.126152725	1.11883198	1.110977975	1.102580621	1.09361125	1.084384982	1.075499258	1.066539898	0.910021878	0.906792751	0.90497624	0.903390823	0.902457913	0.901260343	0.900829033	0.900529651	0.901550973	0.902111962	0.902086337	0.899888311	0.895985217	0.892133776	0.88850788	0.886234796	0.883741435	0.881704585	0.880410121	0.879172353	0.878306607	0.877477198	0.877104916	0.875907469	0.874894341	0.872945449	0.741200332	0.731139242	0.721620838	0.714649874	0.71183821	0.714650057	0.719502031	0.724753144	0.729872832	0.73382134	0.736925557	0.738980486	0.739632132	0.738906017	0.73706937	0.733744625	0.728594636
41	70.79	2.328585367	2.439622561	2.539641653	2.633452481	2.708365445	2.762501297	2.81036397	2.85241182	2.877850531	2.876668708	2.856835797	2.831308961	2.801480802	2.767679872	2.730742489	2.691907151	2.645744819	2.598338501	2.55335351	2.509275892	2.466543278	2.423617688	2.378918516	2.339091104	2.303011963	1.24112666	1.242548062	1.242048498	1.239014878	1.234599357	1.229541353	1.224856342	1.220609171	1.216161248	1.21166532	1.206817009	1.201568236	1.196224195	1.191029951	1.185506102	1.179707187	1.17359694	1.16758483	1.163299745	1.15994632	1.156206803	1.151750158	1.1471098	1.141316162	1.135726919	1.130026384	1.1234834	1.116005735	1.107253878	1.09747118	1.086748639	1.075890918	1.065622318	1.056285941	0.903828186	0.901571015	0.899824927	0.897953708	0.896612296	0.895016259	0.893207627	0.890858597	0.889326606	0.890255334	0.891388873	0.890933959	0.889748269	0.887802605	0.885450302	0.884036804	0.882624931	0.881260753	0.880098668	0.878784295	0.877150786	0.875754316	0.873778764	0.872482613	0.871309811	0.86973476	0.728178881	0.716158699	0.705779311	0.700554559	0.700187623	0.702552356	0.708916788	0.714672975	0.720023439	0.723468239	0.726027688	0.727012745	0.727621197	0.726000051	0.723146743	0.717785022	0.712317108
42	67.47	2.475217044	2.59977997	2.704009868	2.805047662	2.881512142	2.935637418	2.984533321	3.032316178	3.064782906	3.064299791	3.044500773	3.019502354	2.992183789	2.960579852	2.927090917	2.891184729	2.844768374	2.798807116	2.756441303	2.715949636	2.677471068	2.63842973	2.597074918	2.560528164	2.526684235	1.328414519	1.328956351	1.327765767	1.323713242	1.31870103	1.312963192	1.307742582	1.303030504	1.298561083	1.29380085	1.288799422	1.28320119	1.277281078	1.271501256	1.264955852	1.257811119	1.250072423	1.24283249	1.237319652	1.233543271	1.229555397	1.22383293	1.218081001	1.210911068	1.20417941	1.197597423	1.191021101	1.183519754	1.175266528	1.165914637	1.155754362	1.14569411	1.136050543	1.127648464	0.974162906	0.972533832	0.971886218	0.971248757	0.971070937	0.970480827	0.969400519	0.967267385	0.965454874	0.967396286	0.96965771	0.970504755	0.969548559	0.967863183	0.965579293	0.96394345	0.961916424	0.960347473	0.9595252	0.957501731	0.955908513	0.954312368	0.951933542	0.950340448	0.948366952	0.946308424	0.795172033	0.782371881	0.770627529	0.764931956	0.765512454	0.767847619	0.77352144	0.779268891	0.784348233	0.786987437	0.789051225	0.789541922	0.789690059	0.788179017	0.784774742	0.779417555	0.773460035
43	70.67	2.294229253	2.405277369	2.50642826	2.596742719	2.669593751	2.724449674	2.768870454	2.811560205	2.840099984	2.836075469	2.817335252	2.792418393	2.763180984	2.731256109	2.695851859	2.657783814	2.612912486	2.567201014	2.522539428	2.479633484	2.437005608	2.394614802	2.3503996	2.311487771	2.275030878	1.212471242	1.214021131	1.213644974	1.210815348	1.206576867	1.201940161	1.197329871	1.193264095	1.189213027	1.184811254	1.180252592	1.175471408	1.170293388	1.165482515	1.160130347	1.154516764	1.148636181	1.142824207	1.138561173	1.135337969	1.131873012	1.127133842	1.122524271	1.116681278	1.111040382	1.10543931	1.098975954	1.09152318	1.082943435	1.073400463	1.062941657	1.052430414	1.042480929	1.033575104	0.885891408	0.883736096	0.881912585	0.88009757	0.878718114	0.877421365	0.87573844	0.874204359	0.873886163	0.874873729	0.875002889	0.873740397	0.871499138	0.86903681	0.86668555	0.8653596	0.863788171	0.86249705	0.861515223	0.860386564	0.85913732	0.858296219	0.856607371	0.855804745	0.854371104	0.8532715	0.71785115	0.7054818	0.695202525	0.690200752	0.690065006	0.692721661	0.699349398	0.705197709	0.710434499	0.71415177	0.716549486	0.717850526	0.718293228	0.717156836	0.713960649	0.709040423	0.703511003
44	67.89	2.169556733	2.273167226	2.370721352	2.460361348	2.528106931	2.572345364	2.614070495	2.657349961	2.691440998	2.693673681	2.67426056	2.651371712	2.625489768	2.595195797	2.563705563	2.522418566	2.472569618	2.423474717	2.378043913	2.335906011	2.29782265	2.258458845	2.212509916	2.172289417	2.137346094	1.120361454	1.12152856	1.120616084	1.117177529	1.112596062	1.107532514	1.103054012	1.099906284	1.097312021	1.0946346	1.092030713	1.088591802	1.084774021	1.081167839	1.076881878	1.071664059	1.064981718	1.05889068	1.056450067	1.057143915	1.05664423	1.054110018	1.050630184	1.044796124	1.038984188	1.034423245	1.029644709	1.023509455	1.015771803	1.006320773	0.99595499	0.985548071	0.976027899	0.968628476	0.818698444	0.815610664	0.813416952	0.812394114	0.812260471	0.811252062	0.809723115	0.809603345	0.812282779	0.816020534	0.814851041	0.808897777	0.799881941	0.792659481	0.786685145	0.78288423	0.779995798	0.778285712	0.778131503	0.778153958	0.778585658	0.778928564	0.778839058	0.778704039	0.777574586	0.776881028	0.6727207	0.658874399	0.646175028	0.64029527	0.645461292	0.652494177	0.660007859	0.665589663	0.670941278	0.674232069	0.676711358	0.677755517	0.678425661	0.678650538	0.677202806	0.674340693	0.670952748
45	68.08	2.072663055	2.158869123	2.236773661	2.316232228	2.373356461	2.411311862	2.447530871	2.478995806	2.503947691	2.498438008	2.477648492	2.453699271	2.428589765	2.401655793	2.374284716	2.342641501	2.304725132	2.267491321	2.231956514	2.199701902	2.168228178	2.135566951	2.100168658	2.070296621	2.043300182	1.095026982	1.096608831	1.09628926	1.09366142	1.089726387	1.085192184	1.081179565	1.077969979	1.075352833	1.072495172	1.069625205	1.066189015	1.062643894	1.05935708	1.055571215	1.051276522	1.046779651	1.04254845	1.04047464	1.040426635	1.04056015	1.038595165	1.036111666	1.032257284	1.028569037	1.024810766	1.020461125	1.014815435	1.008165131	0.999956198	0.990688356	0.981340502	0.972595283	0.96485357	0.834808534	0.832635385	0.830631081	0.828397949	0.826035903	0.822700635	0.81824502	0.811437096	0.804688669	0.804878689	0.807703126	0.81033446	0.810486085	0.809008245	0.806463676	0.804631312	0.80231664	0.800211574	0.798999904	0.797606482	0.795703167	0.793972527	0.790978353	0.789266245	0.78733767	0.785305701	0.634137863	0.621562329	0.610020492	0.60422941	0.605154967	0.607832525	0.61353749	0.619798012	0.624584482	0.627575859	0.629877722	0.630363699	0.630628021	0.629157843	0.626307344	0.620998831	0.61551874
46	68.44	2.403862407	2.520797878	2.623326122	2.718708399	2.797875014	2.861904371	2.912059298	2.957552903	2.979526576	2.981343478	2.960516599	2.936749394	2.909155708	2.879317162	2.841775363	2.801951736	2.75897087	2.715334694	2.670508871	2.630781983	2.592161316	2.55482712	2.519438003	2.484638632	2.451270053	1.282469682	1.282124305	1.280617741	1.277192877	1.272323797	1.267575402	1.262458202	1.257317935	1.252439431	1.247863117	1.243286464	1.238461973	1.233627241	1.228480447	1.222791462	1.217123407	1.212340246	1.207242888	1.202782508	1.198956749	1.197705543	1.194777097	1.191534967	1.187955296	1.184207546	1.178993697	1.173101215	1.165628977	1.157080189	1.147169457	1.136240832	1.124675667	1.113452891	1.101603359	0.949699809	0.948506019	0.947526192	0.945430865	0.943137334	0.939969097	0.936617045	0.929727306	0.92118047	0.91813863	0.921185384	0.928083997	0.934888253	0.939299708	0.940384832	0.940524204	0.939154497	0.936612166	0.934877104	0.932210393	0.930092962	0.926288453	0.923159393	0.91991845	0.917600102	0.914411506	0.740309938	0.730676165	0.721096262	0.713257815	0.709140873	0.709645047	0.71266143	0.717714715	0.722815919	0.725831318	0.727910604	0.728653717	0.72830133	0.726193816	0.723244121	0.718559476	0.71117319
47	68.78	2.3505492	2.462628307	2.565568965	2.660601461	2.734619809	2.787568597	2.833948433	2.873874069	2.903062265	2.902600021	2.880778292	2.855632848	2.827672837	2.795797312	2.762212586	2.725144103	2.68044804	2.637212517	2.595553886	2.556836277	2.519699891	2.482418476	2.441013966	2.405421441	2.372323451	1.246441715	1.247411067	1.246650965	1.243151907	1.238500566	1.233355394	1.228483924	1.224147524	1.220041527	1.215989203	1.211455874	1.206210731	1.200837834	1.195664242	1.189497107	1.182947864	1.175676163	1.1687414	1.16378136	1.160519419	1.157122506	1.151507759	1.145787515	1.138492911	1.131984809	1.125637432	1.119283602	1.112540591	1.10509154	1.096873164	1.087789008	1.078728674	1.070175917	1.062561001	0.910650728	0.908492226	0.906484477	0.904680556	0.903173981	0.900985678	0.898180782	0.893886408	0.890216441	0.891302552	0.893581149	0.894600024	0.893804424	0.892105016	0.889371609	0.887478006	0.88567106	0.883460537	0.882623504	0.880746025	0.879133151	0.876906312	0.874412459	0.872651477	0.870839407	0.868632977	0.715361253	0.702505487	0.690971632	0.685163688	0.686096727	0.688321871	0.694224452	0.699958211	0.704946999	0.70777732	0.709442278	0.710093697	0.710142443	0.708767708	0.705579446	0.699999921	0.693995178
48	68.26	2.43497938	2.555507603	2.657257681	2.748544388	2.827303376	2.887849	2.93664978	2.977925636	3.003564372	3.00108289	2.978527877	2.954293696	2.927419359	2.897027554	2.860854512	2.821308409	2.780041893	2.734453466	2.691072383	2.649339116	2.609089976	2.570142967	2.533152909	2.496626241	2.462238829	1.298167709	1.29830229	1.297199783	1.294034431	1.289486936	1.284725474	1.279587268	1.274525185	1.269480844	1.264764015	1.26004827	1.254766066	1.249619998	1.244109156	1.238490724	1.232804988	1.227653607	1.22216892	1.217582661	1.21295159	1.210219903	1.206377589	1.20216441	1.198109825	1.193287643	1.187506037	1.180941876	1.173057568	1.16402865	1.153899314	1.142860845	1.131276905	1.120015188	1.108583703	0.945810534	0.944049791	0.942826097	0.94117032	0.93976436	0.938603713	0.937239022	0.934846283	0.932768953	0.931694531	0.932447074	0.933734704	0.934204982	0.933547984	0.93244323	0.931282948	0.929464656	0.927618548	0.925788057	0.924054165	0.92273135	0.92105366	0.919255207	0.917566704	0.91594512	0.913586011	0.765076628	0.755389697	0.746071359	0.738955531	0.735677488	0.737033778	0.741161068	0.746118328	0.751300273	0.755222705	0.75814519	0.759552554	0.760178166	0.758711004	0.756246559	0.7522745	0.746001143
49	68.2	2.370420419	2.489772022	2.587783716	2.680406708	2.756149799	2.817970823	2.867476558	2.909680049	2.935773174	2.935265625	2.912451677	2.888279694	2.856743003	2.822957724	2.782541068	2.738575823	2.692791773	2.644491393	2.598067743	2.555591851	2.515014575	2.476695431	2.438640202	2.4032164	2.36971185	1.262504779	1.26276367	1.261583937	1.258596165	1.254261567	1.249812142	1.245188204	1.240494278	1.23617351	1.23183757	1.227542988	1.222938319	1.218420875	1.212973426	1.207272152	1.20135605	1.195920688	1.190518306	1.185456114	1.180924659	1.179092275	1.175505907	1.17138669	1.16723528	1.162849769	1.15763532	1.151658741	1.144994878	1.137276783	1.128914681	1.119482466	1.109764797	1.100215736	1.090000512	0.955183588	0.954261503	0.953791987	0.952283058	0.950233087	0.947555883	0.944717639	0.938095168	0.929608804	0.927157756	0.930545006	0.937776139	0.945105743	0.949415547	0.951362031	0.951934345	0.950578291	0.948405495	0.9471301	0.9450078	0.94294711	0.939716945	0.936920505	0.934274328	0.932437311	0.929203077	0.764754979	0.755229757	0.745870247	0.738284003	0.734433987	0.735281453	0.738589256	0.74367066	0.748869882	0.752176793	0.75456798	0.755595383	0.75577866	0.753599148	0.75081031	0.746033132	0.738918827
50	68.95	2.42085638	2.537032235	2.646851972	2.738511453	2.811493707	2.866260399	2.910043981	2.95700366	2.983136599	2.980406934	2.960181174	2.933957904	2.904371684	2.87264213	2.83741401	2.80250298	2.758560293	2.715362446	2.673895024	2.632594222	2.593544283	2.553530823	2.512239611	2.476338938	2.441998044	1.302704793	1.303747737	1.302870861	1.299443365	1.294738332	1.289424485	1.284474494	1.279666504	1.275070128	1.27002315	1.264803588	1.25920334	1.253241869	1.247454098	1.241139347	1.234546697	1.227800338	1.220889697	1.215416641	1.210956486	1.206008426	1.200011246	1.194140234	1.18764432	1.181136194	1.174643884	1.167873145	1.160491829	1.151954081	1.142819308	1.132710195	1.122942375	1.113581159	1.104990379	0.951767479	0.949866012	0.948493292	0.947217082	0.946521272	0.945805247	0.944844275	0.943683456	0.943402818	0.944533223	0.945252087	0.944571716	0.942702314	0.940519199	0.938084598	0.936609042	0.934842076	0.933465398	0.932129251	0.930517383	0.929184169	0.927476938	0.92529607	0.924233565	0.922717886	0.921145873	0.776750328	0.764192476	0.75401972	0.748462886	0.748163384	0.750215085	0.756771757	0.762477956	0.767751406	0.771466928	0.773672229	0.774597045	0.774842909	0.773809759	0.770283035	0.764577466	0.75904096
51	69.04	2.091734295	2.179072395	2.26172091	2.338294945	2.392212601	2.432611074	2.463315879	2.496956675	2.520730232	2.51348074	2.49365733	2.469620267	2.445095439	2.420048282	2.393019896	2.363219817	2.327231459	2.291800233	2.258688041	2.226716941	2.195791389	2.163104337	2.127217933	2.096625466	2.068175131	1.093862321	1.095574887	1.095540387	1.093012524	1.089243488	1.085161594	1.081361422	1.078413994	1.075809636	1.073130136	1.070254024	1.066863226	1.063470696	1.060234665	1.056391279	1.052158898	1.047409844	1.042853836	1.040465513	1.039786528	1.03863445	1.035484616	1.0321145	1.027168921	1.022538472	1.018450542	1.013828288	1.008392097	1.002409096	0.995372584	0.987535368	0.97945424	0.972231459	0.965785338	0.838805948	0.83629287	0.834203261	0.83192968	0.83012607	0.827707521	0.824073551	0.819595181	0.815833374	0.816274635	0.817194385	0.817085646	0.815222495	0.812833434	0.809459544	0.807367467	0.804730192	0.803178939	0.801454644	0.800205675	0.798832318	0.797107273	0.794603668	0.792958165	0.791219416	0.789484928	0.64543302	0.63266871	0.621181031	0.615602455	0.617024065	0.620093106	0.626097365	0.631903674	0.636809508	0.640462867	0.642333402	0.643195071	0.643551107	0.642410066	0.639341794	0.634411234	0.628886226
52	66	2.395677174	2.512858867	2.620137424	2.715256906	2.790854016	2.853684431	2.908239265	2.951469567	2.979237506	2.97937896	2.96023278	2.937746525	2.908069501	2.876536437	2.836578581	2.793686204	2.748917512	2.700007622	2.653574773	2.61119632	2.569911627	2.529845076	2.490978529	2.454300379	2.418969049	1.258540253	1.258321553	1.256698961	1.253252372	1.248473506	1.243763929	1.238716997	1.233721695	1.229008619	1.224308449	1.219955775	1.21486268	1.210060289	1.204427516	1.198355151	1.192156441	1.186241844	1.180216195	1.174816349	1.17012231	1.167281376	1.163068836	1.158383877	1.15366623	1.148723961	1.143011843	1.136926191	1.129751758	1.122273692	1.113733145	1.104575489	1.095080498	1.085745598	1.075989929	0.938514113	0.937235465	0.936296115	0.93446467	0.932703208	0.930112607	0.927430177	0.921913295	0.915609673	0.913566926	0.916200445	0.921498658	0.926024672	0.928714309	0.929294973	0.929139333	0.927711982	0.925796877	0.924377507	0.922323924	0.920822486	0.918336148	0.916107643	0.913755791	0.91206064	0.909416354	0.751608328	0.742149475	0.732334373	0.724957046	0.721063569	0.722661301	0.726002857	0.731516223	0.736593777	0.739980228	0.742181278	0.743520351	0.743716312	0.741916899	0.739147589	0.734732339	0.728381437
